NEWS TITLE,NEWS TEXT,DATETIME,URL
COVID-19: Singapore Airlines slashes capacity by 96%| grounds 138 of 147 planes,Singapore Airlines announced on March 23 that it would cut capacity by 96 percent and ground almost all of its fleet in response to coronavirus travel restrictions ...,2020-03-23T13:27:23Z,./articles/CCAiC2pJVWpxc1FYbEo4mAEB?hl=en-IN&gl=IN&ceid=IN%3Aen
Flying in corona times set to get more spacious - ​Right time to fly?,The government has advised against all non-essential travel during the pandemic| that said| if you have to fly due to unavoidable circumstances the DGCA is ...,2020-03-23T09:20:00Z,./articles/CBMiqQFodHRwczovL2Vjb25vbWljdGltZXMuaW5kaWF0aW1lcy5jb20vaW5kdXN0cnkvdHJhbnNwb3J0YXRpb24vYWlybGluZXMtLy1hdmlhdGlvbi9mbHlpbmctaW4tY29yb25hLXRpbWVzLXNldC10by1nZXQtbW9yZS1zcGFjaW91cy9yaWdodC10aW1lLXRvLWZseS9zbGlkZXNob3cvNzQ3NzI5ODEuY21z0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
IT Captives Witnessing Project Delays Due To COVID-19 Lockdown,Indian technology captives see projects delayed as the country imposes lockdown to stem the spread of coronavirus (Covid-19).,2020-03-24T07:44:44Z,./articles/CAIiED0ZwO-IvFZIF6ILiNh_jY0qGQgEKhAIACoHCAowiv6GCzDhmIUDMN2EwAY?hl=en-IN&gl=IN&ceid=IN%3Aen
Indraprastha Gas jumps 7% as Morgan Stanley keeps overweight rating,Indraprastha Gas share price added 7 percent intraday on March 24 as Morgan Stanley maintained overweight rating on the stock with a target of Rs 471 per ...,2020-03-24T07:47:00Z,./articles/CBMiigFodHRwczovL3d3dy5tb25leWNvbnRyb2wuY29tL25ld3MvYnVzaW5lc3Mvc3RvY2tzL2luZHJhcHJhc3RoYS1nYXMtc2hhcmUtcHJpY2UtdXAtNy1hcy1tb3JnYW4tc3RhbmxleS1rZWVwcy1vdmVyd2VpZ2h0LXJhdGluZy01MDY2MzgxLmh0bWzSAY4BaHR0cHM6Ly93d3cubW9uZXljb250cm9sLmNvbS9uZXdzL2J1c2luZXNzL3N0b2Nrcy9pbmRyYXByYXN0aGEtZ2FzLXNoYXJlLXByaWNlLXVwLTctYXMtbW9yZ2FuLXN0YW5sZXkta2VlcHMtb3ZlcndlaWdodC1yYXRpbmctNTA2NjM4MS5odG1sL2FtcA?hl=en-IN&gl=IN&ceid=IN%3Aen
Royal Enfield Domestic Sales And Exports Break Up - Feb 2020,Royal Enfield sales report as well as exports data for the month of Feb 2020 reveals interesting details about the performance of their motorcycles.,2020-03-24T07:36:43Z,./articles/CBMiS2h0dHBzOi8vd3d3LnJ1c2hsYW5lLmNvbS9yb3lhbC1lbmZpZWxkLWZlYi0yMDIwLXNhbGVzLWV4cG9ydHMtMTIzNTcwMzcuaHRtbNIBT2h0dHBzOi8vd3d3LnJ1c2hsYW5lLmNvbS9yb3lhbC1lbmZpZWxkLWZlYi0yMDIwLXNhbGVzLWV4cG9ydHMtMTIzNTcwMzcuaHRtbC9hbXA?hl=en-IN&gl=IN&ceid=IN%3Aen
Google’s coronavirus website seems underwhelming| but it’s what many need right now,Google's information website for the novel coronavirus went live over the weekend| featuring handy information about the COVID-19 pandemic. The site isn't the ...,2020-03-23T11:51:30Z,./articles/CAIiELLlivbGbq-u55Qr0-xpFgwqFggEKg4IACoGCAowl7gmMPL_BTDy-ws?hl=en-IN&gl=IN&ceid=IN%3Aen
COVID-19 | Hopes ride high on Gilead’s remdesivir as breakthrough Coronavirus drug,It is being seen as a potential treatment for coronavirus| as trials enter a crucial phase. Results expected as early as April. Once commercially available| Gilead ...,2020-03-24T09:22:14Z,./articles/CAIiEOYTfZ19TTb2mNQYJRQohLMqGQgEKhAIACoHCAowlbCPCzCrzaIDMLbgrgY?hl=en-IN&gl=IN&ceid=IN%3Aen
Stocks in the news: SBI| Sterlite Tech| HUL| Dr Reddy's Labs| Usha Martin| GNFC,SBI | Indiabulls Housing Finance | Usha Martin | Amber Enterprises | GNFC and Sterlite Technologies are among the stocks that are in the news today.,2020-03-24T02:22:00Z,./articles/CBMihAFodHRwczovL3d3dy5tb25leWNvbnRyb2wuY29tL25ld3MvYnVzaW5lc3MvbWFya2V0cy9zdG9ja3MtaW4tdGhlLW5ld3Mtc2JpLXN0ZXJsaXRlLXRlY2gtZHItcmVkZHlzLWxhYnMtdXNoYS1tYXJ0aW4tZ25mYy01MDY0MTExLmh0bWzSAYgBaHR0cHM6Ly93d3cubW9uZXljb250cm9sLmNvbS9uZXdzL2J1c2luZXNzL21hcmtldHMvc3RvY2tzLWluLXRoZS1uZXdzLXNiaS1zdGVybGl0ZS10ZWNoLWRyLXJlZGR5cy1sYWJzLXVzaGEtbWFydGluLWduZmMtNTA2NDExMS5odG1sL2FtcA?hl=en-IN&gl=IN&ceid=IN%3Aen
HUL| ITC| Godrej make soaps| hand sanitiser cheaper; Lifebuoy| Savlon| Protekt get affordable again,FMCG companies such as HUL| ITC| Godrej have moved fast to reduce the prices of hand sanitizers and soaps in the wake of coronavirus. Major players ...,2020-03-23T05:41:48Z,./articles/CAIiEPM8M6xIU8Mndte6whVVWJgqGQgEKhAIACoHCAow55veCjDzvdUBMOW45gU?hl=en-IN&gl=IN&ceid=IN%3Aen
Tata Motors looking to shorten product update cycle,Tata Motors looking to shorten product life cycleTata Harrier| Tiago| Tigor and Nexon have been updated over the past few months. Click for more details on Tata ...,2020-03-24T10:04:58Z,./articles/CBMiYGh0dHBzOi8vd3d3LmF1dG9jYXJpbmRpYS5jb20vY2FyLW5ld3MvdGF0YS1tb3RvcnMtbG9va2luZy10by1zaG9ydGVuLXByb2R1Y3QtdXBkYXRlLWN5Y2xlLTQxNjY0OdIBZGh0dHBzOi8vd3d3LmF1dG9jYXJpbmRpYS5jb20vY2FyLW5ld3MtYW1wL3RhdGEtbW90b3JzLWxvb2tpbmctdG8tc2hvcnRlbi1wcm9kdWN0LXVwZGF0ZS1jeWNsZS00MTY2NDk?hl=en-IN&gl=IN&ceid=IN%3Aen
